ticker,period,period_type,is_estimate,metric,value,name
085660,2025.12,annual,0,revenue,12683.0,차바이오텍
085660,2026.12,annual,1,revenue,,차바이오텍
085660,2025.03,quarterly,0,revenue,3041.0,차바이오텍
085660,2025.06,quarterly,0,revenue,2989.0,차바이오텍
085660,2025.09,quarterly,0,revenue,3187.0,차바이오텍
085660,2025.12,quarterly,0,revenue,3465.0,차바이오텍
085660,2026.03,quarterly,0,revenue,3297.0,차바이오텍
085660,2026.06,quarterly,1,revenue,,차바이오텍
085660,2023.12,annual,0,operating_profit,-96.0,차바이오텍
085660,2024.12,annual,0,operating_profit,-597.0,차바이오텍
085660,2025.12,annual,0,operating_profit,-488.0,차바이오텍
