ticker,period,period_type,is_estimate,metric,value,name,sector
336570,2026.12,annual,1,payout_ratio,,원텍,의료기기_미용
336570,2024.12,quarterly,0,payout_ratio,32.01,원텍,의료기기_미용
336570,2025.03,quarterly,0,payout_ratio,,원텍,의료기기_미용
336570,2025.06,quarterly,0,payout_ratio,,원텍,의료기기_미용
336570,2025.09,quarterly,0,payout_ratio,,원텍,의료기기_미용
336570,2025.12,quarterly,0,payout_ratio,71.61,원텍,의료기기_미용
336570,2026.03,quarterly,1,payout_ratio,,원텍,의료기기_미용
328130,2023.12,annual,0,revenue,251.0,루닛,의료AI
328130,2024.12,annual,0,revenue,542.0,루닛,의료AI
328130,2025.12,annual,0,revenue,831.0,루닛,의료AI
328130,2026.12,annual,1,revenue,1139.0,루닛,의료AI
328130,2024.12,quarterly,0,revenue,200.0,루닛,의료AI
328130,2025.03,quarterly,0,revenue,192.0,루닛,의료AI
328130,2025.06,quarterly,0,revenue,179.0,루닛,의료AI
328130,2025.09,quarterly,0,revenue,196.0,루닛,의료AI
328130,2025.12,quarterly,0,revenue,265.0,루닛,의료AI
328130,2026.03,quarterly,1,revenue,235.0,루닛,의료AI
328130,2023.12,annual,0,operating_profit,-422.0,루닛,의료AI
328130,2024.12,annual,0,operating_profit,-679.0,루닛,의료AI
328130,2025.12,annual,0,operating_profit,-831.0,루닛,의료AI
328130,2026.12,annual,1,operating_profit,-165.0,루닛,의료AI
328130,2024.12,quarterly,0,operating_profit,-186.0,루닛,의료AI
328130,2025.03,quarterly,0,operating_profit,-207.0,루닛,의료AI
328130,2025.06,quarterly,0,operating_profit,-211.0,루닛,의료AI
328130,2025.09,quarterly,0,operating_profit,-216.0,루닛,의료AI
328130,2025.12,quarterly,0,operating_profit,-196.0,루닛,의료AI
328130,2026.03,quarterly,1,operating_profit,-72.0,루닛,의료AI
328130,2023.12,annual,0,net_profit,-368.0,루닛,의료AI
328130,2024.12,annual,0,net_profit,-827.0,루닛,의료AI
328130,2025.12,annual,0,net_profit,-474.0,루닛,의료AI
328130,2026.12,annual,1,net_profit,-389.0,루닛,의료AI
328130,2024.12,quarterly,0,net_profit,-736.0,루닛,의료AI
328130,2025.03,quarterly,0,net_profit,20.0,루닛,의료AI
328130,2025.06,quarterly,0,net_profit,-350.0,루닛,의료AI
328130,2025.09,quarterly,0,net_profit,181.0,루닛,의료AI
328130,2025.12,quarterly,0,net_profit,-324.0,루닛,의료AI
328130,2026.03,quarterly,1,net_profit,-128.0,루닛,의료AI
328130,2023.12,annual,0,op_margin,-168.33,루닛,의료AI
328130,2024.12,annual,0,op_margin,-125.41,루닛,의료AI
328130,2025.12,annual,0,op_margin,-99.97,루닛,의료AI
328130,2026.12,annual,1,op_margin,-14.49,루닛,의료AI
328130,2024.12,quarterly,0,op_margin,-92.94,루닛,의료AI
328130,2025.03,quarterly,0,op_margin,-107.62,루닛,의료AI
328130,2025.06,quarterly,0,op_margin,-118.1,루닛,의료AI
328130,2025.09,quarterly,0,op_margin,-110.12,루닛,의료AI
328130,2025.12,quarterly,0,op_margin,-74.17,루닛,의료AI
328130,2026.03,quarterly,1,op_margin,-30.64,루닛,의료AI
328130,2023.12,annual,0,net_margin,-146.72,루닛,의료AI
328130,2024.12,annual,0,net_margin,-152.63,루닛,의료AI
328130,2025.12,annual,0,net_margin,-57.01,루닛,의료AI
328130,2026.12,annual,1,net_margin,-34.15,루닛,의료AI
328130,2024.12,quarterly,0,net_margin,-367.11,루닛,의료AI
328130,2025.03,quarterly,0,net_margin,10.56,루닛,의료AI
328130,2025.06,quarterly,0,net_margin,-195.58,루닛,의료AI
328130,2025.09,quarterly,0,net_margin,92.59,루닛,의료AI
328130,2025.12,quarterly,0,net_margin,-122.55,루닛,의료AI
328130,2026.03,quarterly,1,net_margin,-54.47,루닛,의료AI
328130,2023.12,annual,0,roe,-24.21,루닛,의료AI
328130,2024.12,annual,0,roe,-41.57,루닛,의료AI
328130,2025.12,annual,0,roe,-31.57,루닛,의료AI
328130,2026.12,annual,1,roe,-18.64,루닛,의료AI
328130,2024.12,quarterly,0,roe,-41.57,루닛,의료AI
328130,2025.03,quarterly,0,roe,-34.97,루닛,의료AI
328130,2025.06,quarterly,0,roe,-61.52,루닛,의료AI
328130,2025.09,quarterly,0,roe,-44.44,루닛,의료AI
328130,2025.12,quarterly,0,roe,-31.49,루닛,의료AI
328130,2026.03,quarterly,1,roe,,루닛,의료AI
328130,2023.12,annual,0,debt_ratio,13.96,루닛,의료AI
328130,2024.12,annual,0,debt_ratio,166.03,루닛,의료AI
328130,2025.12,annual,0,debt_ratio,169.16,루닛,의료AI
328130,2026.12,annual,1,debt_ratio,,루닛,의료AI
328130,2024.12,quarterly,0,debt_ratio,166.03,루닛,의료AI
328130,2025.03,quarterly,0,debt_ratio,141.46,루닛,의료AI
328130,2025.06,quarterly,0,debt_ratio,191.13,루닛,의료AI
328130,2025.09,quarterly,0,debt_ratio,136.37,루닛,의료AI
328130,2025.12,quarterly,0,debt_ratio,169.16,루닛,의료AI
328130,2026.03,quarterly,1,debt_ratio,,루닛,의료AI
328130,2023.12,annual,0,quick_ratio,1800.07,루닛,의료AI
328130,2024.12,annual,0,quick_ratio,39.69,루닛,의료AI
328130,2025.12,annual,0,quick_ratio,20.94,루닛,의료AI
328130,2026.12,annual,1,quick_ratio,,루닛,의료AI
328130,2024.12,quarterly,0,quick_ratio,39.69,루닛,의료AI
328130,2025.03,quarterly,0,quick_ratio,35.68,루닛,의료AI
328130,2025.06,quarterly,0,quick_ratio,29.4,루닛,의료AI
328130,2025.09,quarterly,0,quick_ratio,25.66,루닛,의료AI
328130,2025.12,quarterly,0,quick_ratio,20.94,루닛,의료AI
328130,2026.03,quarterly,1,quick_ratio,,루닛,의료AI
328130,2023.12,annual,0,retention,1483.64,루닛,의료AI
328130,2024.12,annual,0,retention,1026.44,루닛,의료AI
328130,2025.12,annual,0,retention,840.33,루닛,의료AI
328130,2026.12,annual,1,retention,,루닛,의료AI
328130,2024.12,quarterly,0,retention,1026.44,루닛,의료AI
328130,2025.03,quarterly,0,retention,939.81,루닛,의료AI
328130,2025.06,quarterly,0,retention,713.23,루닛,의료AI
328130,2025.09,quarterly,0,retention,842.43,루닛,의료AI
328130,2025.12,quarterly,0,retention,840.33,루닛,의료AI
328130,2026.03,quarterly,1,retention,,루닛,의료AI
328130,2023.12,annual,0,eps,-1291.0,루닛,의료AI
328130,2024.12,annual,0,eps,-2681.0,루닛,의료AI
328130,2025.12,annual,0,eps,-1521.0,루닛,의료AI
328130,2026.12,annual,1,eps,-1111.0,루닛,의료AI
328130,2024.12,quarterly,0,eps,-2378.0,루닛,의료AI
328130,2025.03,quarterly,0,eps,65.0,루닛,의료AI
328130,2025.06,quarterly,0,eps,-1123.0,루닛,의료AI
328130,2025.09,quarterly,0,eps,581.0,루닛,의료AI
328130,2025.12,quarterly,0,eps,-1037.0,루닛,의료AI
328130,2026.03,quarterly,1,eps,,루닛,의료AI
328130,2023.12,annual,0,per,-59.42,루닛,의료AI
328130,2024.12,annual,0,per,-22.28,루닛,의료AI
328130,2025.12,annual,0,per,-25.3,루닛,의료AI
328130,2026.12,annual,1,per,-32.18,루닛,의료AI
328130,2024.12,quarterly,0,per,-22.28,루닛,의료AI
328130,2025.03,quarterly,0,per,-20.57,루닛,의료AI
328130,2025.06,quarterly,0,per,-14.13,루닛,의료AI
328130,2025.09,quarterly,0,per,-13.1,루닛,의료AI
328130,2025.12,quarterly,0,per,-25.38,루닛,의료AI
328130,2026.03,quarterly,1,per,,루닛,의료AI
328130,2023.12,annual,0,bps,8191.0,루닛,의료AI
328130,2024.12,annual,0,bps,5258.0,루닛,의료AI
328130,2025.12,annual,0,bps,4393.0,루닛,의료AI
328130,2026.12,annual,1,bps,7529.0,루닛,의료AI
328130,2024.12,quarterly,0,bps,5258.0,루닛,의료AI
328130,2025.03,quarterly,0,bps,5530.0,루닛,의료AI
328130,2025.06,quarterly,0,bps,4551.0,루닛,의료AI
328130,2025.09,quarterly,0,bps,5273.0,루닛,의료AI
328130,2025.12,quarterly,0,bps,4393.0,루닛,의료AI
328130,2026.03,quarterly,1,bps,,루닛,의료AI
328130,2023.12,annual,0,pbr,10.0,루닛,의료AI
328130,2024.12,annual,0,pbr,11.36,루닛,의료AI
328130,2025.12,annual,0,pbr,8.76,루닛,의료AI
328130,2026.12,annual,1,pbr,4.75,루닛,의료AI
328130,2024.12,quarterly,0,pbr,11.36,루닛,의료AI
328130,2025.03,quarterly,0,pbr,8.35,루닛,의료AI
328130,2025.06,quarterly,0,pbr,11.85,루닛,의료AI
328130,2025.09,quarterly,0,pbr,7.07,루닛,의료AI
328130,2025.12,quarterly,0,pbr,8.76,루닛,의료AI
328130,2026.03,quarterly,1,pbr,,루닛,의료AI
328130,2023.12,annual,0,dps,,루닛,의료AI
328130,2024.12,annual,0,dps,,루닛,의료AI
328130,2025.12,annual,0,dps,,루닛,의료AI
328130,2026.12,annual,1,dps,,루닛,의료AI
328130,2024.12,quarterly,0,dps,,루닛,의료AI
328130,2025.03,quarterly,0,dps,,루닛,의료AI
328130,2025.06,quarterly,0,dps,,루닛,의료AI
328130,2025.09,quarterly,0,dps,,루닛,의료AI
328130,2025.12,quarterly,0,dps,,루닛,의료AI
328130,2026.03,quarterly,1,dps,,루닛,의료AI
328130,2023.12,annual,0,dividend_yield,,루닛,의료AI
328130,2024.12,annual,0,dividend_yield,,루닛,의료AI
328130,2025.12,annual,0,dividend_yield,,루닛,의료AI
328130,2026.12,annual,1,dividend_yield,,루닛,의료AI
328130,2024.12,quarterly,0,dividend_yield,,루닛,의료AI
328130,2025.03,quarterly,0,dividend_yield,,루닛,의료AI
328130,2025.06,quarterly,0,dividend_yield,,루닛,의료AI
328130,2025.09,quarterly,0,dividend_yield,,루닛,의료AI
328130,2025.12,quarterly,0,dividend_yield,,루닛,의료AI
328130,2026.03,quarterly,1,dividend_yield,,루닛,의료AI
328130,2023.12,annual,0,payout_ratio,,루닛,의료AI
328130,2024.12,annual,0,payout_ratio,,루닛,의료AI
328130,2025.12,annual,0,payout_ratio,,루닛,의료AI
328130,2026.12,annual,1,payout_ratio,,루닛,의료AI
328130,2024.12,quarterly,0,payout_ratio,,루닛,의료AI
328130,2025.03,quarterly,0,payout_ratio,,루닛,의료AI
328130,2025.06,quarterly,0,payout_ratio,,루닛,의료AI
328130,2025.09,quarterly,0,payout_ratio,,루닛,의료AI
328130,2025.12,quarterly,0,payout_ratio,,루닛,의료AI
328130,2026.03,quarterly,1,payout_ratio,,루닛,의료AI
338220,2023.12,annual,0,revenue,133.0,뷰노,의료AI
338220,2024.12,annual,0,revenue,259.0,뷰노,의료AI
338220,2025.12,annual,0,revenue,348.0,뷰노,의료AI
338220,2026.12,annual,1,revenue,,뷰노,의료AI
338220,2024.12,quarterly,0,revenue,71.0,뷰노,의료AI
338220,2025.03,quarterly,0,revenue,75.0,뷰노,의료AI
338220,2025.06,quarterly,0,revenue,93.0,뷰노,의료AI
338220,2025.09,quarterly,0,revenue,108.0,뷰노,의료AI
338220,2025.12,quarterly,0,revenue,72.0,뷰노,의료AI
338220,2026.03,quarterly,1,revenue,,뷰노,의료AI
338220,2023.12,annual,0,operating_profit,-157.0,뷰노,의료AI
338220,2024.12,annual,0,operating_profit,-124.0,뷰노,의료AI
338220,2025.12,annual,0,operating_profit,-49.0,뷰노,의료AI
338220,2026.12,annual,1,operating_profit,,뷰노,의료AI
338220,2024.12,quarterly,0,operating_profit,-27.0,뷰노,의료AI
338220,2025.03,quarterly,0,operating_profit,-34.0,뷰노,의료AI
338220,2025.06,quarterly,0,operating_profit,-2.0,뷰노,의료AI
338220,2025.09,quarterly,0,operating_profit,10.0,뷰노,의료AI
338220,2025.12,quarterly,0,operating_profit,-24.0,뷰노,의료AI
338220,2026.03,quarterly,1,operating_profit,,뷰노,의료AI
338220,2023.12,annual,0,net_profit,-156.0,뷰노,의료AI
338220,2024.12,annual,0,net_profit,-130.0,뷰노,의료AI
338220,2025.12,annual,0,net_profit,-58.0,뷰노,의료AI
338220,2026.12,annual,1,net_profit,,뷰노,의료AI
338220,2024.12,quarterly,0,net_profit,-31.0,뷰노,의료AI
338220,2025.03,quarterly,0,net_profit,-33.0,뷰노,의료AI
338220,2025.06,quarterly,0,net_profit,-8.0,뷰노,의료AI
338220,2025.09,quarterly,0,net_profit,10.0,뷰노,의료AI
338220,2025.12,quarterly,0,net_profit,-27.0,뷰노,의료AI
338220,2026.03,quarterly,1,net_profit,,뷰노,의료AI
338220,2023.12,annual,0,op_margin,-118.08,뷰노,의료AI
338220,2024.12,annual,0,op_margin,-48.13,뷰노,의료AI
338220,2025.12,annual,0,op_margin,-14.16,뷰노,의료AI
338220,2026.12,annual,1,op_margin,,뷰노,의료AI
338220,2024.12,quarterly,0,op_margin,-37.8,뷰노,의료AI
338220,2025.03,quarterly,0,op_margin,-45.48,뷰노,의료AI
338220,2025.06,quarterly,0,op_margin,-1.83,뷰노,의료AI
338220,2025.09,quarterly,0,op_margin,9.39,뷰노,의료AI
338220,2025.12,quarterly,0,op_margin,-32.53,뷰노,의료AI
338220,2026.03,quarterly,1,op_margin,,뷰노,의료AI
338220,2023.12,annual,0,net_margin,-117.71,뷰노,의료AI
338220,2024.12,annual,0,net_margin,-50.32,뷰노,의료AI
338220,2025.12,annual,0,net_margin,-16.59,뷰노,의료AI
338220,2026.12,annual,1,net_margin,,뷰노,의료AI
338220,2024.12,quarterly,0,net_margin,-43.32,뷰노,의료AI
338220,2025.03,quarterly,0,net_margin,-43.6,뷰노,의료AI
338220,2025.06,quarterly,0,net_margin,-8.83,뷰노,의료AI
338220,2025.09,quarterly,0,net_margin,9.55,뷰노,의료AI
338220,2025.12,quarterly,0,net_margin,-37.47,뷰노,의료AI
338220,2026.03,quarterly,1,net_margin,,뷰노,의료AI
338220,2023.12,annual,0,roe,-131.81,뷰노,의료AI
338220,2024.12,annual,0,roe,-72.91,뷰노,의료AI
338220,2025.12,annual,0,roe,-17.3,뷰노,의료AI
338220,2026.12,annual,1,roe,,뷰노,의료AI
338220,2024.12,quarterly,0,roe,-72.91,뷰노,의료AI
338220,2025.03,quarterly,0,roe,-61.94,뷰노,의료AI
338220,2025.06,quarterly,0,roe,-56.06,뷰노,의료AI
338220,2025.09,quarterly,0,roe,-36.23,뷰노,의료AI
338220,2025.12,quarterly,0,roe,-17.3,뷰노,의료AI
338220,2026.03,quarterly,1,roe,,뷰노,의료AI
338220,2023.12,annual,0,debt_ratio,349.38,뷰노,의료AI
338220,2024.12,annual,0,debt_ratio,63.49,뷰노,의료AI
338220,2025.12,annual,0,debt_ratio,39.53,뷰노,의료AI
338220,2026.12,annual,1,debt_ratio,,뷰노,의료AI
338220,2024.12,quarterly,0,debt_ratio,63.49,뷰노,의료AI
338220,2025.03,quarterly,0,debt_ratio,79.52,뷰노,의료AI
338220,2025.06,quarterly,0,debt_ratio,64.0,뷰노,의료AI
338220,2025.09,quarterly,0,debt_ratio,55.22,뷰노,의료AI
338220,2025.12,quarterly,0,debt_ratio,39.53,뷰노,의료AI
338220,2026.03,quarterly,1,debt_ratio,,뷰노,의료AI
338220,2023.12,annual,0,quick_ratio,119.51,뷰노,의료AI
338220,2024.12,annual,0,quick_ratio,222.78,뷰노,의료AI
338220,2025.12,annual,0,quick_ratio,99.5,뷰노,의료AI
338220,2026.12,annual,1,quick_ratio,,뷰노,의료AI
338220,2024.12,quarterly,0,quick_ratio,222.78,뷰노,의료AI
338220,2025.03,quarterly,0,quick_ratio,52.07,뷰노,의료AI
338220,2025.06,quarterly,0,quick_ratio,84.35,뷰노,의료AI
338220,2025.09,quarterly,0,quick_ratio,106.95,뷰노,의료AI
338220,2025.12,quarterly,0,quick_ratio,99.5,뷰노,의료AI
338220,2026.03,quarterly,1,quick_ratio,,뷰노,의료AI
338220,2023.12,annual,0,retention,300.76,뷰노,의료AI
338220,2024.12,annual,0,retention,-360.32,뷰노,의료AI
338220,2025.12,annual,0,retention,-732.21,뷰노,의료AI
338220,2026.12,annual,1,retention,,뷰노,의료AI
338220,2024.12,quarterly,0,retention,-360.32,뷰노,의료AI
338220,2025.03,quarterly,0,retention,-578.13,뷰노,의료AI
338220,2025.06,quarterly,0,retention,-636.97,뷰노,의료AI
338220,2025.09,quarterly,0,retention,-563.12,뷰노,의료AI
338220,2025.12,quarterly,0,retention,-732.21,뷰노,의료AI
338220,2026.03,quarterly,1,retention,,뷰노,의료AI
338220,2023.12,annual,0,eps,-1181.0,뷰노,의료AI
338220,2024.12,annual,0,eps,-938.0,뷰노,의료AI
338220,2025.12,annual,0,eps,-413.0,뷰노,의료AI
338220,2026.12,annual,1,eps,,뷰노,의료AI
338220,2024.12,quarterly,0,eps,-221.0,뷰노,의료AI
338220,2025.03,quarterly,0,eps,-235.0,뷰노,의료AI
338220,2025.06,quarterly,0,eps,-58.0,뷰노,의료AI
338220,2025.09,quarterly,0,eps,74.0,뷰노,의료AI
338220,2025.12,quarterly,0,eps,-194.0,뷰노,의료AI
338220,2026.03,quarterly,1,eps,,뷰노,의료AI
338220,2023.12,annual,0,per,-35.56,뷰노,의료AI
338220,2024.12,annual,0,per,-25.8,뷰노,의료AI
338220,2025.12,annual,0,per,-54.14,뷰노,의료AI
338220,2026.12,annual,1,per,,뷰노,의료AI
338220,2024.12,quarterly,0,per,-25.8,뷰노,의료AI
338220,2025.03,quarterly,0,per,-20.13,뷰노,의료AI
338220,2025.06,quarterly,0,per,-29.61,뷰노,의료AI
338220,2025.09,quarterly,0,per,-53.29,뷰노,의료AI
338220,2025.12,quarterly,0,per,-54.14,뷰노,의료AI
338220,2026.03,quarterly,1,per,,뷰노,의료AI
338220,2023.12,annual,0,bps,362.0,뷰노,의료AI
338220,2024.12,annual,0,bps,2199.0,뷰노,의료AI
338220,2025.12,annual,0,bps,2579.0,뷰노,의료AI
338220,2026.12,annual,1,bps,,뷰노,의료AI
338220,2024.12,quarterly,0,bps,2199.0,뷰노,의료AI
338220,2025.03,quarterly,0,bps,1973.0,뷰노,의료AI
338220,2025.06,quarterly,0,bps,1897.0,뷰노,의료AI
338220,2025.09,quarterly,0,bps,1978.0,뷰노,의료AI
338220,2025.12,quarterly,0,bps,2579.0,뷰노,의료AI
338220,2026.03,quarterly,1,bps,,뷰노,의료AI
338220,2023.12,annual,0,pbr,115.96,뷰노,의료AI
338220,2024.12,annual,0,pbr,11.01,뷰노,의료AI
338220,2025.12,annual,0,pbr,8.67,뷰노,의료AI
338220,2026.12,annual,1,pbr,,뷰노,의료AI
338220,2024.12,quarterly,0,pbr,11.01,뷰노,의료AI
338220,2025.03,quarterly,0,pbr,9.1,뷰노,의료AI
338220,2025.06,quarterly,0,pbr,11.2,뷰노,의료AI
338220,2025.09,quarterly,0,pbr,11.83,뷰노,의료AI
338220,2025.12,quarterly,0,pbr,8.67,뷰노,의료AI
338220,2026.03,quarterly,1,pbr,,뷰노,의료AI
338220,2023.12,annual,0,dps,,뷰노,의료AI
338220,2024.12,annual,0,dps,,뷰노,의료AI
338220,2025.12,annual,0,dps,,뷰노,의료AI
338220,2026.12,annual,1,dps,,뷰노,의료AI
338220,2024.12,quarterly,0,dps,,뷰노,의료AI
338220,2025.03,quarterly,0,dps,,뷰노,의료AI
338220,2025.06,quarterly,0,dps,,뷰노,의료AI
338220,2025.09,quarterly,0,dps,,뷰노,의료AI
338220,2025.12,quarterly,0,dps,,뷰노,의료AI
338220,2026.03,quarterly,1,dps,,뷰노,의료AI
338220,2023.12,annual,0,dividend_yield,,뷰노,의료AI
338220,2024.12,annual,0,dividend_yield,,뷰노,의료AI
338220,2025.12,annual,0,dividend_yield,,뷰노,의료AI
338220,2026.12,annual,1,dividend_yield,,뷰노,의료AI
338220,2024.12,quarterly,0,dividend_yield,,뷰노,의료AI
338220,2025.03,quarterly,0,dividend_yield,,뷰노,의료AI
338220,2025.06,quarterly,0,dividend_yield,,뷰노,의료AI
338220,2025.09,quarterly,0,dividend_yield,,뷰노,의료AI
338220,2025.12,quarterly,0,dividend_yield,,뷰노,의료AI
338220,2026.03,quarterly,1,dividend_yield,,뷰노,의료AI
338220,2023.12,annual,0,payout_ratio,,뷰노,의료AI
338220,2024.12,annual,0,payout_ratio,,뷰노,의료AI
338220,2025.12,annual,0,payout_ratio,,뷰노,의료AI
338220,2026.12,annual,1,payout_ratio,,뷰노,의료AI
338220,2024.12,quarterly,0,payout_ratio,,뷰노,의료AI
338220,2025.03,quarterly,0,payout_ratio,,뷰노,의료AI
338220,2025.06,quarterly,0,payout_ratio,,뷰노,의료AI
338220,2025.09,quarterly,0,payout_ratio,,뷰노,의료AI
338220,2025.12,quarterly,0,payout_ratio,,뷰노,의료AI
338220,2026.03,quarterly,1,payout_ratio,,뷰노,의료AI
322510,2023.12,annual,0,revenue,25.0,제이엘케이,의료AI
322510,2024.12,annual,0,revenue,14.0,제이엘케이,의료AI
322510,2025.12,annual,0,revenue,33.0,제이엘케이,의료AI
322510,2026.12,annual,1,revenue,92.0,제이엘케이,의료AI
322510,2024.12,quarterly,0,revenue,8.0,제이엘케이,의료AI
322510,2025.03,quarterly,0,revenue,5.0,제이엘케이,의료AI
322510,2025.06,quarterly,0,revenue,11.0,제이엘케이,의료AI
322510,2025.09,quarterly,0,revenue,9.0,제이엘케이,의료AI
322510,2025.12,quarterly,0,revenue,9.0,제이엘케이,의료AI
322510,2026.03,quarterly,1,revenue,7.0,제이엘케이,의료AI
322510,2023.12,annual,0,operating_profit,-71.0,제이엘케이,의료AI
322510,2024.12,annual,0,operating_profit,-127.0,제이엘케이,의료AI
322510,2025.12,annual,0,operating_profit,-132.0,제이엘케이,의료AI
322510,2026.12,annual,1,operating_profit,,제이엘케이,의료AI
322510,2024.12,quarterly,0,operating_profit,-28.0,제이엘케이,의료AI
322510,2025.03,quarterly,0,operating_profit,-33.0,제이엘케이,의료AI
322510,2025.06,quarterly,0,operating_profit,-29.0,제이엘케이,의료AI
322510,2025.09,quarterly,0,operating_profit,-27.0,제이엘케이,의료AI
322510,2025.12,quarterly,0,operating_profit,-43.0,제이엘케이,의료AI
322510,2026.03,quarterly,1,operating_profit,,제이엘케이,의료AI
322510,2023.12,annual,0,net_profit,-73.0,제이엘케이,의료AI
322510,2024.12,annual,0,net_profit,-134.0,제이엘케이,의료AI
322510,2025.12,annual,0,net_profit,-136.0,제이엘케이,의료AI
322510,2026.12,annual,1,net_profit,,제이엘케이,의료AI
322510,2024.12,quarterly,0,net_profit,-28.0,제이엘케이,의료AI
322510,2025.03,quarterly,0,net_profit,-32.0,제이엘케이,의료AI
322510,2025.06,quarterly,0,net_profit,-28.0,제이엘케이,의료AI
322510,2025.09,quarterly,0,net_profit,-22.0,제이엘케이,의료AI
322510,2025.12,quarterly,0,net_profit,-54.0,제이엘케이,의료AI
322510,2026.03,quarterly,1,net_profit,,제이엘케이,의료AI
322510,2023.12,annual,0,op_margin,-287.17,제이엘케이,의료AI
322510,2024.12,annual,0,op_margin,-891.88,제이엘케이,의료AI
322510,2025.12,annual,0,op_margin,-395.33,제이엘케이,의료AI
322510,2026.12,annual,1,op_margin,,제이엘케이,의료AI
322510,2024.12,quarterly,0,op_margin,-345.52,제이엘케이,의료AI
322510,2025.03,quarterly,0,op_margin,-689.46,제이엘케이,의료AI
322510,2025.06,quarterly,0,op_margin,-272.11,제이엘케이,의료AI
322510,2025.09,quarterly,0,op_margin,-298.89,제이엘케이,의료AI
322510,2025.12,quarterly,0,op_margin,-478.7,제이엘케이,의료AI
322510,2026.03,quarterly,1,op_margin,,제이엘케이,의료AI
322510,2023.12,annual,0,net_margin,-293.54,제이엘케이,의료AI
322510,2024.12,annual,0,net_margin,-942.06,제이엘케이,의료AI
322510,2025.12,annual,0,net_margin,-407.44,제이엘케이,의료AI
322510,2026.12,annual,1,net_margin,,제이엘케이,의료AI
322510,2024.12,quarterly,0,net_margin,-342.83,제이엘케이,의료AI
322510,2025.03,quarterly,0,net_margin,-663.06,제이엘케이,의료AI
322510,2025.06,quarterly,0,net_margin,-265.61,제이엘케이,의료AI
322510,2025.09,quarterly,0,net_margin,-242.0,제이엘케이,의료AI
322510,2025.12,quarterly,0,net_margin,-602.58,제이엘케이,의료AI
322510,2026.03,quarterly,1,net_margin,,제이엘케이,의료AI
322510,2023.12,annual,0,roe,-51.67,제이엘케이,의료AI
322510,2024.12,annual,0,roe,-44.08,제이엘케이,의료AI
322510,2025.12,annual,0,roe,-30.01,제이엘케이,의료AI
322510,2026.12,annual,1,roe,,제이엘케이,의료AI
322510,2024.12,quarterly,0,roe,-44.08,제이엘케이,의료AI
322510,2025.03,quarterly,0,roe,-46.12,제이엘케이,의료AI
322510,2025.06,quarterly,0,roe,-49.37,제이엘케이,의료AI
322510,2025.09,quarterly,0,roe,-44.05,제이엘케이,의료AI
322510,2025.12,quarterly,0,roe,-30.01,제이엘케이,의료AI
322510,2026.03,quarterly,1,roe,,제이엘케이,의료AI
322510,2023.12,annual,0,debt_ratio,182.77,제이엘케이,의료AI
322510,2024.12,annual,0,debt_ratio,51.25,제이엘케이,의료AI
322510,2025.12,annual,0,debt_ratio,79.95,제이엘케이,의료AI
322510,2026.12,annual,1,debt_ratio,,제이엘케이,의료AI
322510,2024.12,quarterly,0,debt_ratio,51.25,제이엘케이,의료AI
322510,2025.03,quarterly,0,debt_ratio,54.66,제이엘케이,의료AI
322510,2025.06,quarterly,0,debt_ratio,59.24,제이엘케이,의료AI
322510,2025.09,quarterly,0,debt_ratio,70.61,제이엘케이,의료AI
322510,2025.12,quarterly,0,debt_ratio,79.95,제이엘케이,의료AI
322510,2026.03,quarterly,1,debt_ratio,,제이엘케이,의료AI
322510,2023.12,annual,0,quick_ratio,105.75,제이엘케이,의료AI
322510,2024.12,annual,0,quick_ratio,551.06,제이엘케이,의료AI
322510,2025.12,annual,0,quick_ratio,206.11,제이엘케이,의료AI
322510,2026.12,annual,1,quick_ratio,,제이엘케이,의료AI
322510,2024.12,quarterly,0,quick_ratio,551.06,제이엘케이,의료AI
322510,2025.03,quarterly,0,quick_ratio,193.36,제이엘케이,의료AI
322510,2025.06,quarterly,0,quick_ratio,181.92,제이엘케이,의료AI
322510,2025.09,quarterly,0,quick_ratio,225.98,제이엘케이,의료AI
322510,2025.12,quarterly,0,quick_ratio,206.11,제이엘케이,의료AI
322510,2026.03,quarterly,1,quick_ratio,,제이엘케이,의료AI
322510,2023.12,annual,0,retention,338.94,제이엘케이,의료AI
322510,2024.12,annual,0,retention,1575.39,제이엘케이,의료AI
322510,2025.12,annual,0,retention,1375.09,제이엘케이,의료AI
322510,2026.12,annual,1,retention,,제이엘케이,의료AI
322510,2024.12,quarterly,0,retention,1575.39,제이엘케이,의료AI
322510,2025.03,quarterly,0,retention,1453.61,제이엘케이,의료AI
322510,2025.06,quarterly,0,retention,1342.57,제이엘케이,의료AI
322510,2025.09,quarterly,0,retention,1463.8,제이엘케이,의료AI
322510,2025.12,quarterly,0,retention,1375.09,제이엘케이,의료AI
322510,2026.03,quarterly,1,retention,,제이엘케이,의료AI
322510,2023.12,annual,0,eps,-354.0,제이엘케이,의료AI
322510,2024.12,annual,0,eps,-614.0,제이엘케이,의료AI
322510,2025.12,annual,0,eps,-533.0,제이엘케이,의료AI
322510,2026.12,annual,1,eps,,제이엘케이,의료AI
322510,2024.12,quarterly,0,eps,-114.0,제이엘케이,의료AI
322510,2025.03,quarterly,0,eps,-126.0,제이엘케이,의료AI
322510,2025.06,quarterly,0,eps,-111.0,제이엘케이,의료AI
322510,2025.09,quarterly,0,eps,-85.0,제이엘케이,의료AI
322510,2025.12,quarterly,0,eps,-212.0,제이엘케이,의료AI
322510,2026.03,quarterly,1,eps,,제이엘케이,의료AI
