ticker,name,updated,actual_period,est_period,q_period,q_est_period,per,pbr,eps,bps,roe,op_margin,net_margin,dividend_yield,payout_ratio,debt_ratio,revenue,operating_profit,net_profit,per_est,pbr_est,eps_est,bps_est,roe_est,op_margin_est,net_margin_est,dividend_yield_est,payout_ratio_est,debt_ratio_est,revenue_est,operating_profit_est,net_profit_est,per_q,pbr_q,eps_q,bps_q,roe_q,op_margin_q,net_margin_q,dividend_yield_q,payout_ratio_q,debt_ratio_q,revenue_q,operating_profit_q,net_profit_q,per_q_est,pbr_q_est,eps_q_est,bps_q_est,roe_q_est,op_margin_q_est,net_margin_q_est,dividend_yield_q_est,payout_ratio_q_est,debt_ratio_q_est,revenue_q_est,operating_profit_q_est,net_profit_q_est
054920,한컴위드,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,15.87,0.76,278.0,5804.0,5.53,0.79,1.21,,,67.27,7712.0,61.0,94.0,,,,,,,,,,,,,,15.87,0.76,-100.0,5804.0,5.53,0.71,-0.94,,,67.27,2740.0,20.0,-26.0,,,,,,,,,,,,,
058430,포스코스틸리온,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,14.01,0.62,284.0,6401.0,4.45,2.17,1.61,27.26,38.14,30.99,11254.0,245.0,182.0,9.27,0.78,583.0,6911.0,8.78,3.81,2.9,,,,12090.0,460.0,350.0,14.01,0.62,1.0,6401.0,4.45,0.75,0.05,27.26,10436.72,30.99,2815.0,21.0,1.0,,,,,,2.36,1.68,,,,2970.0,70.0,50.0
021050,서원,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-9.27,0.36,-119.0,3073.0,-3.78,3.11,3.29,,,216.02,17136.0,533.0,-0.0,,,,,,,,,,,,,,-9.27,0.36,-20.0,3073.0,-3.78,6.66,0.53,,,216.02,4655.0,310.0,25.0,,,,,,,,,,,,,
001560,제일연마,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.21,0.61,1385.0,16369.0,13.12,5.38,17.29,7.22,35.12,11.41,789.0,42.0,136.0,,,,,,,,,,,,,,7.21,0.61,91.0,16369.0,13.12,4.55,4.5,7.22,534.38,11.41,199.0,9.0,9.0,,,,,,,,,,,,,
009730,이렘,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-2.43,1.04,-276.0,644.0,-36.39,-15.1,-18.3,,,151.64,920.0,-139.0,-168.0,,,,,,,,,,,,,,-2.43,1.04,-131.0,644.0,-36.39,-27.87,-43.93,,,151.64,184.0,-51.0,-81.0,,,,,,,,,,,,,
128660,피제이메탈,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,9.07,0.94,308.0,2977.0,10.63,3.5,2.42,6.09,55.28,113.35,3490.0,122.0,85.0,,,,,,,,,,,,,,9.07,0.94,109.0,2977.0,10.63,6.49,3.99,6.09,155.57,113.35,908.0,59.0,36.0,,,,,,,,,,,,,
004560,현대비앤지스틸,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,11.21,0.32,976.0,34303.0,2.86,3.49,2.0,2.29,25.65,36.89,7413.0,259.0,148.0,,,,,,,,,,,,,,12.44,0.32,372.0,34303.0,2.58,3.38,3.28,2.29,67.25,36.89,1722.0,58.0,57.0,,,,,,,,,,,,,
060480,국일신동,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,182.97,0.42,9.0,3816.0,0.23,-0.58,0.27,1.87,341.79,10.21,363.0,-2.0,1.0,,,,,,,,,,,,,,182.97,0.42,41.0,3816.0,0.23,3.67,3.6,1.87,73.6,10.21,126.0,5.0,5.0,,,,,,,,,,,,,
008355,남선알미우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,45.63,0.58,28.0,2196.0,1.25,-1.26,1.4,,,53.87,2589.0,-33.0,36.0,,,,,,,,,,,,,,45.63,0.58,-41.0,2196.0,1.25,-1.01,-7.72,,,53.87,680.0,-7.0,-52.0,,,,,,,,,,,,,
024090,디씨엠,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,12.08,0.41,1035.0,30618.0,4.55,4.21,5.2,6.56,59.33,12.67,2271.0,96.0,118.0,,,,,,,,,,,,,,12.08,0.41,287.0,30618.0,4.55,4.6,5.85,6.56,213.86,12.67,559.0,26.0,33.0,,,,,,,,,,,,,
081150,티플랙스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,21.59,0.41,132.0,6922.0,2.02,2.5,1.53,1.76,35.56,49.36,2092.0,52.0,32.0,,,,,,,,,,,,,,21.59,0.41,42.0,6922.0,2.02,3.31,1.93,1.76,112.04,49.36,524.0,17.0,10.0,,,,,,,,,,,,,
177830,파버나인,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-10.49,0.44,-274.0,6459.0,-4.83,1.94,-3.16,2.79,-24.64,106.17,1325.0,26.0,-42.0,,,,,,,,,,,,,,-10.49,0.44,-319.0,6459.0,-4.83,-1.26,-14.83,2.79,-21.03,106.17,302.0,-4.0,-45.0,,,,,,,,,,,,,
069460,대호에이엘,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-3.34,1.46,-419.0,958.0,-36.09,1.61,-15.07,,,100.9,2156.0,35.0,-325.0,,,,,,,,,,,,,,-3.34,1.46,-417.0,958.0,-36.09,-3.81,-66.97,,,100.9,544.0,-21.0,-364.0,,,,,,,,,,,,,
010040,한국내화,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-3.95,0.49,-531.0,4239.0,-12.26,0.68,-5.36,4.65,64.37,58.06,4063.0,28.0,-218.0,,,,,,,,,,,,,,-3.95,0.49,-74.0,4239.0,-12.26,3.07,-3.3,4.65,87.7,58.06,924.0,28.0,-30.0,,,,,,,,,,,,,
012800,대창,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,54.75,0.34,23.0,3725.0,0.75,3.5,0.22,,,206.19,14702.0,515.0,33.0,,,,,,,,,,,,,,54.75,0.34,15.0,3725.0,0.75,7.52,0.62,,,206.19,4009.0,302.0,25.0,,,,,,,,,,,,,
000480,CR홀딩스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-8.27,0.36,-585.0,13605.0,-4.69,3.36,-2.27,8.48,-57.59,93.66,8278.0,278.0,-188.0,,,,,,,,,,,,,,-8.27,0.36,-352.0,13605.0,-4.69,-2.6,-11.01,4.34,-49.1,93.66,1933.0,-50.0,-213.0,,,,,,,,,,,,,
900250,크리스탈신소재,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-35.15,0.2,-20.0,3480.0,-0.54,15.34,-2.58,,,7.13,699.0,107.0,-18.0,,,,,,,,,,,,,,-35.98,0.2,-96.0,3480.0,-0.53,23.42,143.16,,,7.13,-88.0,-21.0,-126.0,,,,,,,,,,,,,
079170,한창산업,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.13,0.46,1266.0,14025.0,9.41,8.0,6.68,3.23,16.49,19.15,986.0,79.0,66.0,,,,,,,,,,,,,,5.07,0.46,78.0,14025.0,9.54,1.88,1.92,3.23,267.79,19.15,211.0,4.0,4.0,,,,,,,,,,,,,
025820,이구산업,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,17.06,1.28,327.0,4355.0,7.74,4.81,2.15,1.62,27.56,158.83,5078.0,244.0,109.0,,,,,,,,,,,,,,17.06,1.28,51.0,4355.0,7.74,7.57,1.39,1.62,177.85,158.83,1216.0,92.0,17.0,,,,,,,,,,,,,
155660,DSR,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.18,0.26,935.0,15284.0,6.29,6.38,4.92,6.4,26.74,58.32,3024.0,193.0,149.0,,,,,,,,,,,,,,4.18,0.26,214.0,15284.0,6.29,6.65,4.55,6.4,116.83,58.32,770.0,51.0,35.0,,,,,,,,,,,,,
009620,삼보산업,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-5.22,22.75,-320.0,73.0,-215.67,2.76,-1.14,,,1047.39,2857.0,79.0,-33.0,,,,,,,,,,,,,,-5.22,22.75,-330.0,73.0,-215.67,-3.79,-7.39,,,1047.39,699.0,-26.0,-52.0,,,,,,,,,,,,,
462520,조선내화,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,75.19,0.75,188.0,18686.0,1.01,4.49,0.58,7.09,533.02,116.28,5320.0,239.0,31.0,,,,,,,,,,,,,,75.19,0.75,81.0,18686.0,1.01,1.76,0.83,1.42,245.8,116.28,1294.0,23.0,11.0,,,,,,,,,,,,,
032560,황금에스티,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.62,0.26,1060.0,22693.0,4.77,5.68,6.71,2.52,14.14,26.5,3165.0,180.0,212.0,,,,,,,,,,,,,,5.62,0.26,224.0,22693.0,4.77,5.55,5.54,2.52,67.06,26.5,853.0,47.0,47.0,,,,,,,,,,,,,
009160,SIMPAC,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,16.21,0.42,315.0,12178.0,3.79,3.9,1.9,5.88,80.21,98.98,11790.0,460.0,224.0,,,,,,,,,,,,,,16.21,0.42,59.0,12178.0,3.79,6.82,1.84,5.88,424.99,98.98,3465.0,236.0,64.0,,,,,,,,,,,,,
005810,풍산홀딩스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.26,0.44,5163.0,84683.0,6.57,15.44,17.19,4.27,29.51,15.48,4325.0,668.0,744.0,8.73,0.5,5084.0,88722.0,6.17,17.47,15.48,,,,4715.0,824.0,730.0,7.26,0.44,1137.0,84683.0,6.57,2.23,15.0,4.27,133.95,15.48,1088.0,24.0,163.0,33.51,,1325.0,,,17.75,14.09,,,,1065.0,189.0,150.0
015890,태경산업,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,8.63,0.47,574.0,10506.0,5.41,7.13,4.96,5.05,43.57,67.64,7771.0,554.0,385.0,,,,,,,,,,,,,,8.63,0.47,119.0,10506.0,5.41,6.52,4.02,5.05,209.89,67.64,1997.0,130.0,80.0,,,,,,,,,,,,,
054410,케이피티유,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,9.6,0.39,386.0,9569.0,4.11,3.48,5.54,,,74.77,399.0,14.0,22.0,,,,,,,,,,,,,,9.6,0.39,66.0,9569.0,4.11,3.42,4.0,,,74.77,95.0,3.0,4.0,,,,,,,,,,,,,
125210,아모그린텍,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,16.98,1.23,357.0,4917.0,7.77,7.18,4.51,,,133.86,1306.0,94.0,59.0,21.94,2.69,691.0,5637.0,13.09,9.42,7.46,,,,1529.0,144.0,114.0,16.98,1.23,56.0,4917.0,7.77,5.12,3.15,,,133.86,296.0,15.0,9.0,,,,,,,,,,,,,
456040,OCI,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-8.52,0.47,-6994.0,125846.0,-5.37,0.02,-3.41,3.76,20.51,95.38,20094.0,4.0,-685.0,13.36,1.06,10891.0,137522.0,8.3,6.01,4.17,,,,21202.0,1275.0,884.0,-8.52,0.47,562.0,125846.0,-5.37,0.6,0.74,3.76,112.24,95.38,4673.0,28.0,35.0,79.76,,1229.0,,,2.96,1.85,,,,5410.0,160.0,100.0
014830,유니드,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,6.97,0.41,9643.0,162961.0,6.23,6.57,4.88,2.98,20.35,40.84,13388.0,879.0,653.0,7.44,0.54,12488.0,172575.0,7.59,7.31,5.52,,,,15330.0,1120.0,846.0,6.97,0.41,347.0,162961.0,6.23,2.19,0.68,2.98,564.84,40.84,3463.0,76.0,24.0,28.26,,3103.0,,,7.28,5.49,,,,3715.0,270.0,204.0
003720,삼영,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,15.9,2.37,387.0,2595.0,16.59,9.74,9.82,0.49,7.5,124.75,1532.0,149.0,150.0,,,,,,12.72,,,,,1996.0,254.0,,15.9,2.37,143.0,2595.0,16.59,11.08,13.76,0.49,20.34,124.75,426.0,47.0,59.0,,,,,,12.19,,,,,476.0,58.0,
024070,WISCOM,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,21.45,0.33,88.0,5754.0,1.53,-0.68,1.3,2.66,57.12,15.14,1033.0,-7.0,13.0,,,,,,,,,,,,,,21.45,0.33,90.0,5754.0,1.53,4.54,5.73,2.66,55.44,15.14,241.0,11.0,14.0,,,,,,,,,,,,,
017890,한국알콜,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.39,0.4,1431.0,26443.0,5.86,7.51,8.92,1.04,7.27,18.3,4239.0,318.0,378.0,,,,,,,,,,,,,,7.39,0.4,136.0,26443.0,5.86,5.26,4.26,1.04,76.74,18.3,1033.0,54.0,44.0,,,,,,,,,,,,,
126600,BGF에코머티리얼즈,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,16.44,0.55,223.0,6634.0,3.44,4.36,2.52,1.37,22.15,56.45,3979.0,173.0,100.0,,,,,,,,,,,,,,16.44,0.55,36.0,6634.0,3.44,0.65,1.09,1.37,136.36,56.45,943.0,6.0,10.0,,,,,,,,,,,,,
000210,DL,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-9.69,0.21,-3887.0,177828.0,-2.17,5.61,-1.81,3.16,25.4,147.55,53267.0,2985.0,-963.0,7.23,0.37,9482.0,185520.0,5.23,9.45,4.24,,,,54364.0,5138.0,2305.0,-9.69,0.21,-262.0,177828.0,-2.17,0.96,-1.42,3.16,41.25,147.55,12304.0,118.0,-175.0,27.39,,2504.0,,,8.8,4.51,,,,13520.0,1190.0,610.0
007690,국도화학,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,13.89,0.33,2354.0,100377.0,2.56,3.81,1.57,3.98,51.21,99.64,13956.0,532.0,219.0,,,,,,,,,,,,,,13.89,0.33,208.0,100377.0,2.56,3.39,0.44,3.98,578.15,99.64,3733.0,127.0,16.0,,,,,,,,,,,,,
004430,송원산업,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,92.94,0.29,97.0,31671.0,0.31,2.1,0.22,3.31,308.09,50.94,10392.0,218.0,23.0,,,,,,,,,,,,,,92.94,0.29,-114.0,31671.0,0.31,-1.29,-1.14,3.31,-263.16,50.94,2394.0,-31.0,-27.0,,,,,,,,,,,,,
000215,DL우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-9.69,0.21,-3887.0,177828.0,-2.17,5.61,-1.81,5.28,25.4,147.55,53267.0,2985.0,-963.0,7.23,0.37,9482.0,185520.0,5.23,9.45,4.24,,,,54364.0,5138.0,2305.0,-9.69,0.21,-262.0,177828.0,-2.17,0.96,-1.42,5.28,41.25,147.55,12304.0,118.0,-175.0,27.39,,2504.0,,,8.8,4.51,,,,13520.0,1190.0,610.0
002840,미원상사,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,16.4,1.64,9162.0,91715.0,10.66,9.88,9.87,1.6,25.16,18.38,4411.0,436.0,435.0,,,,,,,,,,,,,,16.4,1.64,2688.0,91715.0,10.66,8.3,11.76,0.93,49.78,18.38,1086.0,90.0,128.0,,,,,,,,,,,,,
027410,BGF,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,6.35,0.21,618.0,18674.0,3.35,13.03,12.02,3.32,21.05,18.55,4695.0,612.0,564.0,7.41,,679.0,,,13.15,13.57,,,,4790.0,630.0,650.0,6.35,0.21,137.0,18674.0,3.35,10.56,10.35,3.32,94.57,18.55,1121.0,118.0,116.0,48.15,,104.0,,,8.11,,,,,1110.0,90.0,
004000,롯데정밀화학,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,10.83,0.47,4112.0,95632.0,4.42,4.24,6.05,3.37,36.01,12.75,17527.0,744.0,1061.0,9.98,0.61,6159.0,100255.0,6.37,6.74,8.09,,,,19641.0,1325.0,1589.0,10.83,0.47,1045.0,95632.0,4.42,4.4,6.14,3.37,141.68,12.75,4391.0,193.0,270.0,46.04,,1336.0,,,5.83,7.72,,,,4810.0,281.0,371.0
107590,미원홀딩스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.98,0.54,11280.0,125024.0,9.52,4.13,6.18,1.04,6.19,61.58,4927.0,203.0,304.0,,,,,,,,,,,,,,5.98,0.54,898.0,125024.0,9.52,1.89,2.84,1.04,77.77,61.58,1180.0,22.0,34.0,,,,,,,,,,,,,
025860,남해화학,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,11.35,0.58,587.0,11459.0,5.41,2.69,1.68,1.35,14.8,49.21,16044.0,431.0,269.0,,,,,,,,,,,,,,11.35,0.58,-107.0,11459.0,5.41,-1.95,-1.52,1.35,-80.84,49.21,3802.0,-74.0,-58.0,,,,,,,,,,,,,
120110,코오롱인더,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,35.48,0.35,1264.0,129708.0,1.01,2.23,1.06,2.9,103.18,88.99,48734.0,1089.0,516.0,18.11,0.72,4827.0,121206.0,3.93,3.98,3.13,,,,51241.0,2038.0,1606.0,35.48,0.35,-314.0,129708.0,1.01,0.81,-0.63,1.56,-224.1,88.99,12027.0,98.0,-75.0,91.91,,951.0,,,3.91,3.09,,,,12148.0,476.0,375.0
196700,웹스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.47,0.76,286.0,2809.0,10.59,12.85,9.51,,,81.37,432.0,56.0,41.0,,,,,,,,,,,,,,7.47,0.76,91.0,2809.0,10.59,15.43,12.94,,,81.37,101.0,16.0,13.0,,,,,,,,,,,,,
045060,오공,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.14,0.33,329.0,7198.0,4.67,3.51,3.51,2.13,15.18,20.31,1601.0,56.0,56.0,,,,,,,,,,,,,,7.14,0.33,104.0,7198.0,4.67,4.11,4.31,2.13,47.96,20.31,412.0,17.0,18.0,,,,,,,,,,,,,
083420,그린케미칼,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,16.31,1.19,402.0,5499.0,7.7,3.34,3.17,3.66,58.0,60.1,3041.0,101.0,97.0,,,,,,,,,,,,,,16.31,1.19,128.0,5499.0,7.7,3.02,4.45,2.44,121.74,60.1,689.0,21.0,31.0,,,,,,,,,,,,,
097870,효성오앤비,2026-04-26 17:50,2025.06,2026.06,2025.12,2026.03,21.16,0.71,331.0,9928.0,3.61,14.22,11.87,,,14.52,244.0,35.0,29.0,,,,,,,,,,,,,,32.85,0.61,-56.0,9878.0,2.01,4.67,-11.91,,,13.15,42.0,2.0,-5.0,,,,,,,,,,,,,
036640,HRS,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,6.25,0.64,827.0,8019.0,10.72,17.0,17.14,5.8,35.45,9.94,789.0,134.0,135.0,,,,,,,,,,,,,,6.25,0.64,170.0,8019.0,10.72,12.54,14.56,5.8,172.89,9.94,190.0,24.0,28.0,,,,,,,,,,,,,
069260,TKG휴켐스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,12.92,0.81,1466.0,23511.0,6.77,5.82,5.25,5.28,64.05,28.61,11277.0,656.0,592.0,,,,,,,,,,,,,,12.92,0.81,-33.0,23511.0,6.77,1.67,-0.4,5.28,-2887.64,28.61,2765.0,46.0,-11.0,,,,,,,,,,,,,
120115,코오롱인더우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,35.48,0.35,1264.0,129708.0,1.01,2.23,1.06,5.31,103.18,88.99,48734.0,1089.0,516.0,18.11,0.72,4827.0,121206.0,3.93,3.98,3.13,,,,51241.0,2038.0,1606.0,35.48,0.35,-314.0,129708.0,1.01,0.81,-0.63,2.95,-224.1,88.99,12027.0,98.0,-75.0,91.91,,951.0,,,3.91,3.09,,,,12148.0,476.0,375.0
268280,미원에스씨,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,11.44,1.51,12261.0,92934.0,14.34,12.31,11.52,2.28,25.17,22.46,5321.0,655.0,613.0,,,,,,,,,,,,,,11.44,1.51,3046.0,92934.0,14.34,8.01,12.08,1.57,69.53,22.46,1261.0,101.0,152.0,,,,,,,,,,,,,
005360,모나미,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-3.5,0.46,-559.0,4286.0,-12.24,-4.47,-8.14,1.54,-5.37,117.76,1310.0,-59.0,-107.0,,,,,,,,,,,,,,-3.5,0.46,-169.0,4286.0,-12.24,-4.1,-9.82,1.54,-17.75,117.76,331.0,-14.0,-33.0,,,,,,,,,,,,,
012205,계양전기우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-5.11,9.03,-1299.0,734.0,-96.61,-6.95,-9.46,0.74,-56.38,959.49,3898.0,-271.0,-369.0,,,,,,,,,,,,,,-5.11,9.03,-1095.0,734.0,-96.61,-16.22,-34.0,,,959.49,914.0,-148.0,-311.0,,,,,,,,,,,,,
012200,계양전기,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-5.11,9.03,-1299.0,734.0,-96.61,-6.95,-9.46,1.35,-56.38,959.49,3898.0,-271.0,-369.0,,,,,,,,,,,,,,-5.11,9.03,-1095.0,734.0,-96.61,-16.22,-34.0,,,959.49,914.0,-148.0,-311.0,,,,,,,,,,,,,
005725,넥센우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,3.8,0.23,1596.0,26875.0,6.86,5.69,4.96,4.0,9.98,113.35,35865.0,2042.0,1779.0,,,,,,,,,,,,,,3.8,0.23,411.0,26875.0,6.86,5.36,4.93,4.0,38.73,113.35,9278.0,497.0,458.0,,,,,,,,,,,,,
009900,명신산업,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,6.89,0.62,1302.0,14406.0,9.4,6.34,4.22,1.11,7.68,84.78,16192.0,1026.0,683.0,6.68,0.72,1796.0,16762.0,11.52,8.02,5.45,,,,16861.0,1353.0,918.0,6.89,0.62,92.0,14406.0,9.4,2.51,1.16,1.11,108.88,84.78,4173.0,105.0,48.0,25.04,,479.0,,,8.04,5.32,,,,4005.0,322.0,213.0
087260,모바일어플라이언스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-97.71,1.12,-17.0,1509.0,-1.15,-2.56,-1.62,,,24.31,349.0,-9.0,-6.0,,,,,,,,,,,,,,-97.71,1.12,-78.0,1509.0,-1.15,-7.42,-33.31,,,24.31,76.0,-6.0,-25.0,,,,,,,,,,,,,
040610,SG&G,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,2.26,0.15,798.0,12347.0,6.82,7.7,57.02,,,17.31,477.0,37.0,272.0,,,,,,,,,,,,,,2.26,0.15,23.0,12347.0,6.82,7.69,6.07,,,17.31,131.0,10.0,8.0,,,,,,,,,,,,,
123040,엠에스오토텍,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-1.23,0.63,-1710.0,3331.0,-43.22,1.8,-4.3,1.42,28.38,166.22,17406.0,313.0,-749.0,,,,,,,,,,,,,,-1.23,0.63,-456.0,3331.0,-43.22,-2.87,-5.48,,,166.22,4289.0,-123.0,-235.0,,,,,,,,,,,,,
064960,SNT모티브,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,13.15,0.81,2623.0,42534.0,6.97,10.19,6.91,4.93,58.19,25.5,10064.0,1026.0,695.0,9.23,0.78,3853.0,45710.0,9.72,10.37,9.44,,,,10827.0,1122.0,1022.0,13.15,0.81,486.0,42534.0,6.97,10.59,4.39,1.16,73.94,25.5,2916.0,309.0,128.0,39.71,,895.0,,,10.07,10.58,,,,2398.0,242.0,254.0
088290,이원컴포텍,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-7.16,3.34,-112.0,239.0,-29.1,2.78,-7.24,,,148.7,566.0,16.0,-41.0,,,,,,,,,,,,,,-7.22,3.33,4.0,240.0,-28.79,-12.23,1.75,,,146.52,101.0,-12.0,2.0,,,,,,,,,,,,,
025540,한국단자,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,6.48,0.59,10383.0,114828.0,9.47,9.65,7.36,4.75,30.54,34.11,14428.0,1393.0,1062.0,6.92,0.69,12348.0,123974.0,10.34,10.74,8.57,,,,14615.0,1570.0,1253.0,6.48,0.59,2261.0,114828.0,9.47,9.84,6.81,3.71,110.58,34.11,3370.0,331.0,229.0,,,,,,8.92,,,,,3443.0,307.0,
023000,삼원강재,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,8.97,0.37,268.0,6511.0,4.2,2.75,2.98,4.58,40.85,18.9,3593.0,99.0,107.0,,,,,,,,,,,,,,8.97,0.37,52.0,6511.0,4.2,2.02,2.5,4.58,212.01,18.9,825.0,17.0,21.0,,,,,,,,,,,,,
000240,한국앤컴퍼니,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.15,0.52,3658.0,50477.0,7.52,28.24,23.82,4.21,30.01,10.01,14576.0,4116.0,3472.0,5.58,0.45,4438.0,55301.0,8.41,28.62,26.34,,,,15981.0,4574.0,4210.0,7.15,0.52,480.0,50477.0,7.52,21.68,13.38,3.06,166.44,10.01,3404.0,738.0,455.0,22.83,,1084.0,,,28.47,,,,,4036.0,1149.0,
005720,넥센,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,3.8,0.23,1596.0,26875.0,6.86,5.69,4.96,2.89,9.98,113.35,35865.0,2042.0,1779.0,,,,,,,,,,,,,,3.8,0.23,411.0,26875.0,6.86,5.36,4.93,2.89,38.73,113.35,9278.0,497.0,458.0,,,,,,,,,,,,,
038110,에코플라스틱,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,63.28,0.35,48.0,8738.0,0.68,1.4,0.08,1.63,103.39,371.73,25620.0,357.0,20.0,,,,,,,,,,,,,,63.28,0.35,-134.0,8738.0,0.68,-0.52,-0.86,1.63,-37.22,371.73,6462.0,-33.0,-55.0,,,,,,,,,,,,,
024120,KB오토시스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,10.74,0.35,339.0,10359.0,3.27,3.97,1.81,6.87,73.75,115.41,2150.0,85.0,39.0,,,,,,,,,,,,,,10.74,0.35,233.0,10359.0,3.27,6.64,4.85,6.87,107.51,115.41,552.0,37.0,27.0,,,,,,,,,,,,,
001420,태원물산,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-11.56,0.63,-308.0,5683.0,-5.38,-6.58,-15.74,5.62,-62.68,8.98,149.0,-10.0,-23.0,,,,,,,,,,,,,,-11.56,0.63,-357.0,5683.0,-5.38,-10.24,-85.71,5.62,-54.06,8.98,32.0,-3.0,-27.0,,,,,,,,,,,,,
043370,피에이치에이,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.33,0.27,2204.0,43257.0,5.63,4.03,3.85,3.41,16.88,34.72,12007.0,484.0,463.0,5.1,0.29,2576.0,45625.0,6.23,4.04,4.28,,,,12633.0,510.0,541.0,5.33,0.27,762.0,43257.0,5.63,3.07,5.43,3.41,48.83,34.72,2945.0,91.0,160.0,,,,,,,,,,,,,
011320,유니크,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.7,0.61,559.0,7054.0,8.28,3.35,2.51,1.4,10.74,119.89,4302.0,144.0,108.0,,,,,,,,,,,,,,7.7,0.61,46.0,7054.0,8.28,1.03,0.8,1.4,130.89,119.89,1102.0,11.0,9.0,,,,,,,,,,,,,
033530,SJG세종,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.07,0.52,2471.0,19312.0,14.05,4.5,3.62,1.99,7.87,150.88,18969.0,854.0,687.0,3.14,0.4,2534.0,19995.0,13.26,4.68,3.72,,,,19435.0,910.0,723.0,4.07,0.52,25.0,19312.0,14.05,0.26,-0.36,1.99,784.7,150.88,4931.0,13.0,-18.0,13.09,,607.0,,,4.91,3.81,,,,4644.0,228.0,177.0
