ticker,name,sector,updated,actual_period,est_period,q_period,q_est_period,per,pbr,eps,bps,roe,op_margin,net_margin,dividend_yield,payout_ratio,debt_ratio,revenue,operating_profit,net_profit,per_est,pbr_est,eps_est,bps_est,roe_est,op_margin_est,net_margin_est,dividend_yield_est,payout_ratio_est,debt_ratio_est,revenue_est,operating_profit_est,net_profit_est,per_q,pbr_q,eps_q,bps_q,roe_q,op_margin_q,net_margin_q,dividend_yield_q,payout_ratio_q,debt_ratio_q,revenue_q,operating_profit_q,net_profit_q,per_q_est,pbr_q_est,eps_q_est,bps_q_est,roe_q_est,op_margin_q_est,net_margin_q_est,dividend_yield_q_est,payout_ratio_q_est,debt_ratio_q_est,revenue_q_est,operating_profit_q_est,net_profit_q_est
214320,이노션,광고_마케팅,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,8.05,0.69,2294.0,26618.0,8.88,7.59,5.08,6.37,51.22,154.42,21460.0,1628.0,1090.0,7.34,0.73,2800.0,28290.0,10.2,8.21,5.79,,,,21896.0,1799.0,1269.0,8.05,0.69,779.0,26618.0,8.88,7.15,5.5,5.15,121.91,154.42,6321.0,452.0,347.0,40.2,,492.0,,,6.43,4.69,,,,5134.0,330.0,241.0
010470,오리콤,광고_마케팅,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,9.15,0.53,648.0,11173.0,6.11,3.92,3.41,4.55,40.88,87.11,2277.0,89.0,78.0,,,,,,,,,,,,,,9.15,0.53,372.0,11173.0,6.11,7.72,7.12,4.55,71.27,87.11,625.0,48.0,44.0,,,,,,,,,,,,,
053800,안랩,정보보안,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,12.32,1.45,4878.0,41556.0,14.68,12.43,19.24,2.33,23.19,29.58,2677.0,333.0,515.0,,,,,,,,,,,,,,11.77,1.45,461.0,40749.0,15.51,3.26,6.72,2.33,53.24,37.16,591.0,19.0,40.0,,,,,,,,,,,,,
067920,이글루코퍼레이션,정보보안,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-1403.6,0.72,-4.0,7266.0,-0.05,11.18,2.53,4.01,-5188.39,28.76,1433.0,160.0,36.0,-332.08,0.86,-18.0,7026.0,-0.27,9.06,8.24,,,,1954.0,177.0,161.0,-136.21,0.87,-121.0,6804.0,-0.65,-8.17,-6.58,4.01,-127.29,33.84,389.0,-32.0,-26.0,,,,,,,,,,,,,
049470,SGA,정보보안,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-7.26,1.67,-604.0,2626.0,-19.04,-18.2,-37.51,,,16.07,248.0,-45.0,-93.0,,,,,,,,,,,,,,-7.26,1.67,-465.0,2626.0,-19.04,-18.79,-116.79,,,16.07,94.0,-18.0,-109.0,,,,,,,,,,,,,
051910,LG화학,화학,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-14.33,0.79,-23242.0,419617.0,-5.5,2.57,-2.13,0.6,-8.63,114.54,459322.0,11809.0,-9771.0,98.79,0.77,3361.0,428688.0,0.79,2.81,0.58,,,,532624.0,14982.0,3118.0,-14.33,0.79,-17845.0,419617.0,-5.5,-3.69,-14.05,0.6,-11.23,114.54,111971.0,-4133.0,-15728.0,-74.01,,-5290.0,,,-1.49,-4.0,,,,113050.0,-1681.0,-4528.0
011170,롯데케미칼,화학,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-1.48,0.24,-47624.0,298452.0,-15.13,-5.1,-13.4,1.42,-2.07,76.52,184830.0,-9431.0,-24762.0,-12.93,0.27,-6112.0,288336.0,-2.11,0.13,-1.36,,,,214201.0,275.0,-2917.0,-1.48,0.24,-30947.0,298452.0,-15.13,-9.2,-33.87,0.71,-1.59,76.52,47099.0,-4335.0,-15950.0,-49.12,,-2034.0,,,-0.39,-1.22,,,,51562.0,-203.0,-629.0
011780,금호석유,화학,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,12.26,0.49,9843.0,244373.0,4.74,3.93,4.21,1.41,14.99,35.67,69151.0,2718.0,2909.0,9.53,0.51,13784.0,257743.0,6.1,4.98,5.36,,,,73025.0,3637.0,3914.0,12.26,0.49,49.0,244373.0,4.74,0.1,0.09,1.41,3064.67,35.67,15897.0,16.0,14.0,50.44,,2906.0,,,4.07,4.69,,,,16778.0,682.0,786.0
010950,S-Oil,정유,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,54.69,1.09,1518.0,76339.0,2.01,0.69,0.52,0.4,21.77,198.82,342470.0,2356.0,1770.0,6.26,1.2,17708.0,92587.0,21.0,7.27,4.92,,,,419275.0,30489.0,20649.0,54.69,1.09,1930.0,76339.0,2.01,4.23,2.56,0.4,17.11,198.82,87926.0,3719.0,2251.0,15.13,,7721.0,,,11.61,7.98,,,,102634.0,11911.0,8188.0
078930,GS,정유,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,6.68,0.36,8434.0,155303.0,5.55,11.66,4.12,5.33,35.57,86.04,251841.0,29361.0,10381.0,5.18,0.44,14274.0,168086.0,8.83,13.67,6.94,,,,270180.0,36926.0,18754.0,6.68,0.36,2557.0,155303.0,5.55,11.96,3.86,5.33,117.31,86.04,64873.0,7762.0,2505.0,25.01,,3175.0,,,13.82,6.97,,,,64603.0,8930.0,4504.0
015760,한국전력,전력_유틸리티,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,3.55,0.63,13311.0,75035.0,19.4,13.85,8.89,3.27,11.58,416.85,974293.0,134906.0,86667.0,3.55,0.44,10388.0,83705.0,13.09,11.43,6.87,,,,986280.0,112784.0,67728.0,3.55,0.63,2063.0,75035.0,19.4,8.23,5.65,3.27,74.75,416.85,236828.0,19492.0,13386.0,11.24,,3919.0,,,17.11,10.11,,,,247717.0,42383.0,25046.0
051600,한전KPS,전력_유틸리티,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,17.91,1.65,2761.0,29906.0,9.29,8.89,7.88,3.34,59.8,26.58,15765.0,1401.0,1243.0,14.88,1.66,3529.0,31701.0,11.46,11.51,9.6,,,,16545.0,1904.0,1589.0,17.91,1.65,432.0,29906.0,9.29,4.37,4.41,3.34,382.56,26.58,4408.0,193.0,194.0,79.12,,744.0,,,12.56,11.88,,,,3552.0,446.0,422.0
036460,한국가스공사,전력_유틸리티,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,27.27,0.32,1441.0,123774.0,1.23,5.88,0.37,2.94,75.71,396.6,357273.0,21012.0,1323.0,3.87,0.28,9576.0,132589.0,7.9,6.07,2.46,,,,359992.0,21834.0,8872.0,27.27,0.32,-4408.0,123774.0,1.23,5.27,-4.52,2.94,-24.75,396.6,89924.0,4736.0,-4068.0,9.13,,4162.0,,,6.61,3.43,,,,120425.0,7963.0,4130.0
018670,SK가스,에너지_LPG_LNG,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,8.84,0.69,25453.0,325701.0,8.24,5.77,3.05,4.0,34.45,155.42,76763.0,4428.0,2338.0,5.37,0.61,44428.0,391883.0,12.74,5.94,4.87,,,,97629.0,5798.0,4753.0,8.84,0.69,-1704.0,325701.0,8.24,1.77,-0.84,3.11,-400.45,155.42,20187.0,358.0,-170.0,21.53,,12238.0,,,6.12,7.83,,,,19494.0,1194.0,1526.0
017940,E1,에너지_LPG_LNG,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,5.45,0.24,15276.0,349725.0,5.29,3.12,1.1,5.46,25.1,509.97,103925.0,3241.0,1142.0,6.14,0.28,14563.0,313884.0,5.21,2.44,1.06,,,,104365.0,2544.0,1110.0,5.45,0.24,-2759.0,349725.0,5.29,0.93,-0.97,4.92,-125.27,509.97,29435.0,273.0,-286.0,,,,,,,,,,,,,
071320,지역난방공사,에너지_LPG_LNG,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,3.29,0.48,29268.0,198762.0,14.84,13.25,8.48,6.39,21.04,257.56,39982.0,5296.0,3389.0,3.58,0.36,20089.0,202064.0,10.02,10.55,6.13,,,,37962.0,4004.0,2326.0,2.6,0.34,18682.0,211380.0,13.14,22.32,15.08,6.39,91.46,234.26,14341.0,3202.0,2163.0,-33.17,,-2168.0,,,-4.41,-4.49,,,,5585.0,-246.0,-251.0
004170,신세계,유통_백화점,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,171.49,0.49,1440.0,508154.0,0.32,6.93,0.93,2.11,327.13,140.91,69295.0,4800.0,646.0,13.78,0.91,35884.0,541446.0,7.4,9.78,5.86,,,,72162.0,7059.0,4227.0,171.49,0.49,-7935.0,508154.0,0.32,8.92,-3.57,2.11,-59.57,140.91,19337.0,1725.0,-691.0,52.6,,8146.0,,,9.3,5.4,,,,18080.0,1682.0,977.0
069960,현대백화점,유통_백화점,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,9.65,0.42,9177.0,210969.0,4.64,8.93,3.35,2.43,22.2,78.26,42303.0,3779.0,1415.0,8.86,0.47,11720.0,222935.0,5.52,9.77,5.82,,,,42309.0,4134.0,2464.0,9.65,0.42,2183.0,210969.0,4.64,10.17,-4.7,1.86,71.5,78.26,10417.0,1059.0,-489.0,34.91,,3119.0,,,9.63,7.89,,,,10347.0,996.0,816.0
023530,롯데쇼핑,유통_백화점,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,39.78,0.13,1822.0,537130.0,0.34,3.98,0.53,5.52,219.34,124.77,137384.0,5470.0,736.0,12.29,0.28,12462.0,544505.0,2.31,5.46,2.64,,,,142744.0,7799.0,3768.0,39.78,0.13,3972.0,537130.0,0.34,6.46,3.25,3.86,70.45,124.77,35218.0,2277.0,1145.0,50.17,,2753.0,,,5.76,2.29,,,,36011.0,2075.0,826.0
139480,이마트,편의점_마트,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,16.52,0.2,4921.0,410591.0,1.27,1.11,0.85,3.08,49.17,144.61,289704.0,3225.0,2463.0,13.8,0.21,6414.0,416458.0,1.6,2.01,0.7,,,,294127.0,5912.0,2057.0,21.1,0.22,2166.0,431878.0,1.15,2.5,1.11,3.08,-45.18,146.78,71234.0,1783.0,794.0,-2907.42,,-30.0,,,1.13,-0.24,,,,70893.0,801.0,-173.0
282330,BGF리테일,편의점_마트,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,9.28,1.38,11297.0,76009.0,15.64,2.8,2.15,3.91,36.27,170.83,90612.0,2539.0,1953.0,10.38,1.57,12810.0,84681.0,15.95,3.03,2.35,,,,94563.0,2861.0,2220.0,9.28,1.38,2881.0,76009.0,15.64,2.8,2.17,3.91,142.26,170.83,22924.0,643.0,498.0,114.94,,1148.0,,,1.4,1.02,,,,20926.0,293.0,213.0
007070,GS리테일,편의점_마트,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,38.69,0.51,519.0,39303.0,1.34,2.44,0.42,2.98,115.44,128.41,119574.0,2921.0,502.0,10.58,0.64,2481.0,41224.0,6.17,2.78,1.65,,,,123704.0,3438.0,2048.0,38.69,0.51,-874.0,39303.0,1.34,1.76,-1.95,2.98,-68.6,128.41,30260.0,533.0,-591.0,87.52,,269.0,,,1.83,0.84,,,,28483.0,522.0,239.0
097950,CJ제일제당,식품,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-5.96,0.47,-34884.0,440524.0,-7.67,4.51,-1.52,2.88,-16.84,157.5,273426.0,12336.0,-4170.0,8.9,0.47,24054.0,460160.0,5.46,4.54,1.93,,,,285147.0,12957.0,5509.0,-6.0,0.47,-50094.0,440524.0,-7.61,3.75,-14.64,0.72,-2.94,157.5,54574.0,2048.0,-7987.0,63.58,,3602.0,,,3.87,1.23,,,,68952.0,2671.0,847.0
007310,오뚜기,식품,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,22.29,0.64,17271.0,603102.0,3.35,4.82,1.96,2.34,44.72,65.29,36745.0,1773.0,721.0,,,,,,,,,,,,,,22.29,0.64,-6741.0,603102.0,3.35,2.15,-3.04,2.34,-114.57,65.29,8962.0,193.0,-272.0,,,,,,,,,,,,,
004370,농심,식품,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,15.46,0.88,27970.0,489519.0,6.18,5.23,4.84,1.39,20.58,35.0,35143.0,1839.0,1701.0,12.55,0.76,31326.0,514381.0,6.57,5.75,5.14,,,,36959.0,2124.0,1900.0,15.46,0.88,5072.0,489519.0,6.18,3.78,3.5,1.39,113.47,35.0,8824.0,334.0,309.0,44.6,,8465.0,,,6.51,6.0,,,,9257.0,603.0,556.0
000080,하이트진로,음료_주류,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,31.67,1.15,582.0,16066.0,3.69,6.9,1.65,3.8,117.86,186.53,24986.0,1723.0,411.0,11.75,1.0,1422.0,16779.0,8.84,7.82,4.0,,,,25294.0,1977.0,1012.0,31.67,1.15,-893.0,16066.0,3.69,-1.62,-11.19,3.8,-76.87,186.53,5697.0,-92.0,-637.0,37.99,,449.0,,,9.32,5.23,,,,6020.0,561.0,315.0
005300,롯데칠성,음료_주류,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,29.64,0.92,4697.0,151359.0,3.13,4.21,1.29,2.44,72.39,167.74,39711.0,1672.0,512.0,10.7,0.71,10572.0,160193.0,6.79,5.18,2.69,,,,41077.0,2129.0,1103.0,17.75,0.75,2423.0,152059.0,4.3,5.02,2.66,2.44,-77.76,165.14,9525.0,478.0,253.0,34.89,,3241.0,,,5.56,2.9,,,,11186.0,622.0,324.0
271560,오리온,음료_주류,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,10.92,1.1,9680.0,96352.0,10.51,16.75,11.72,3.31,36.15,17.55,33324.0,5583.0,3906.0,11.09,1.29,12137.0,103952.0,12.12,17.54,13.17,,,,37042.0,6499.0,4879.0,12.56,1.3,3149.0,98614.0,10.85,17.79,13.63,3.31,130.67,19.74,9304.0,1655.0,1268.0,52.66,,2556.0,,,16.32,12.25,,,,8583.0,1401.0,1051.0
020000,한섬,의류_패션,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,7.76,0.24,2061.0,66913.0,3.25,3.5,3.1,4.69,34.83,20.72,14918.0,522.0,462.0,6.7,0.35,3678.0,69950.0,5.45,6.25,5.0,,,,16000.0,1001.0,800.0,7.76,0.24,1052.0,66913.0,3.25,5.86,5.09,4.69,68.21,20.72,4637.0,272.0,236.0,21.65,,1226.0,,,8.44,,,,,4089.0,345.0,
383220,F&F,의류_패션,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,6.58,1.37,10404.0,50123.0,23.16,24.23,20.72,3.94,25.31,41.13,19340.0,4686.0,4007.0,6.07,1.27,12658.0,60373.0,23.42,25.48,23.35,,,,20809.0,5302.0,4859.0,6.58,1.37,4034.0,50123.0,23.16,23.1,26.91,3.94,64.94,41.13,5753.0,1329.0,1548.0,27.18,,2447.0,,,25.47,20.24,,,,5292.0,1348.0,1071.0
093050,LF,의류_패션,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,5.39,0.3,3382.0,61158.0,6.18,8.93,6.24,3.84,18.71,63.89,18824.0,1681.0,1175.0,,,,,,,,,,,,,,5.39,0.3,1000.0,61158.0,6.18,12.98,6.21,3.84,63.31,63.89,5978.0,776.0,371.0,,,,,,,,,,,,,
090430,아모레퍼시픽,화장품,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,35.01,1.51,3413.0,78989.0,4.41,7.9,5.82,1.04,36.28,26.49,42528.0,3358.0,2473.0,22.8,1.4,5093.0,82799.0,6.3,10.0,8.02,,,,45929.0,4594.0,3684.0,40.59,1.73,1572.0,79389.0,4.34,11.16,9.95,1.04,370.13,27.43,11358.0,1267.0,1130.0,113.48,,1023.0,,,8.73,6.65,,,,10822.0,945.0,720.0
051900,LG생활건강,화장품,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-45.44,0.79,-5688.0,325224.0,-1.82,2.69,-1.35,0.77,-33.58,23.32,63555.0,1707.0,-858.0,23.7,0.73,10485.0,340476.0,3.26,5.18,3.07,,,,62789.0,3251.0,1929.0,-37.88,0.74,4832.0,332075.0,-2.04,6.84,5.63,0.39,-6.7,25.0,15766.0,1078.0,887.0,102.79,,2417.0,,,4.48,2.43,,,,15636.0,700.0,380.0
192820,코스맥스,화장품,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,15.03,3.31,10843.0,49196.0,23.86,8.16,5.46,2.02,30.42,247.1,23988.0,1958.0,1311.0,13.54,2.96,12774.0,58490.0,23.73,8.4,5.43,,,,27310.0,2295.0,1483.0,14.25,3.81,3663.0,51613.0,30.59,7.78,6.42,2.02,44.02,289.6,6820.0,530.0,438.0,50.23,,3444.0,,,9.41,5.83,,,,7261.0,683.0,424.0
051500,CJ프레시웨이,외식_급식,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,6.34,0.7,4221.0,38342.0,11.51,2.92,1.44,1.87,11.85,249.12,34811.0,1017.0,501.0,4.72,0.57,5119.0,42387.0,12.68,2.89,1.62,,,,37429.0,1083.0,608.0,6.34,0.7,863.0,38342.0,11.51,3.34,1.14,1.87,57.91,249.12,8980.0,300.0,102.0,111.73,,258.0,,,1.3,0.2,,,,8366.0,109.0,16.0
031440,신세계푸드,외식_급식,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,2.4,0.48,19939.0,98997.0,23.71,0.39,6.26,1.88,4.21,127.3,12332.0,48.0,772.0,,,,,,,,,,,,,,2.4,0.48,13133.0,98997.0,23.71,-1.99,16.21,1.88,6.4,127.3,3138.0,-62.0,509.0,,,,,,,,,,,,,
017810,풀무원,외식_급식,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,27.26,1.54,475.0,8405.0,5.9,2.76,0.45,0.79,20.8,280.13,33802.0,932.0,152.0,9.73,1.65,1104.0,6492.0,15.31,3.29,1.23,,,,35541.0,1171.0,438.0,27.26,1.54,127.0,8405.0,5.9,2.82,0.54,0.79,77.88,280.13,8592.0,243.0,47.0,,,,,,2.27,0.18,,,,8382.0,190.0,15.0
044960,이글벳,동물의약_사료,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,13.41,0.99,312.0,4229.0,7.85,9.83,9.11,1.91,24.89,23.25,433.0,43.0,39.0,,,,,,,,,,,,,,13.41,0.99,105.0,4229.0,7.85,9.74,11.91,1.91,74.25,23.25,111.0,11.0,13.0,,,,,,,,,,,,,
215380,우진비앤지,동물의약_사료,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-5.34,1.26,-330.0,1402.0,-21.03,-10.39,-14.76,,,271.27,376.0,-39.0,-55.0,,,,,,,,,,,,,,-5.34,1.26,-78.0,1402.0,-21.03,-0.11,-10.54,,,271.27,124.0,-0.0,-13.0,,,,,,,,,,,,,
054670,대한뉴팜,동물의약_사료,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,6.18,0.66,1063.0,9971.0,11.5,5.79,7.54,1.52,9.2,93.77,2024.0,117.0,153.0,,,,,,,,,,,,,,6.42,0.71,209.0,9847.0,11.85,5.72,5.47,1.52,19.87,99.62,548.0,31.0,30.0,,,,,,,,,,,,,
304100,솔트룩스,AI_소프트웨어,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-30.11,4.76,-885.0,5600.0,-15.27,-19.32,-28.82,,,44.38,416.0,-80.0,-120.0,,,,,,,,,,,,,,-26.31,4.07,-378.0,5215.0,-15.14,-54.39,-57.27,,,57.41,89.0,-49.0,-51.0,,,,,,,,,,,,,
108860,셀바스AI,AI_소프트웨어,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-54.7,2.98,-223.0,4090.0,-5.2,1.29,-3.78,,,18.16,1148.0,15.0,-43.0,,,,,,,,,,,,,,-54.7,2.98,-138.0,4090.0,-5.2,2.27,-7.23,,,18.16,345.0,8.0,-25.0,,,,,,,,,,,,,
064480,브리지텍,AI_소프트웨어,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,108.93,1.16,43.0,4027.0,1.1,0.63,1.03,2.57,271.15,33.16,497.0,3.0,5.0,,,,,,,,,,,,,,29.42,1.18,34.0,3584.0,3.92,3.1,3.58,2.57,69.86,30.54,112.0,3.0,4.0,,,,,,,,,,,,,
277810,레인보우로보틱스,로봇,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,6421.11,68.2,73.0,6899.0,1.07,-7.27,4.17,,,7.08,341.0,-25.0,14.0,825.14,83.63,773.0,7629.0,10.64,6.67,25.0,,,,600.0,40.0,150.0,6421.11,68.2,140.0,6899.0,1.07,13.06,20.79,,,7.08,130.0,17.0,27.0,,,,,,,,,,,,,
454910,두산로보틱스,로봇,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-91.11,14.5,-856.0,5378.0,-14.78,-180.34,-168.28,,,14.57,330.0,-595.0,-555.0,884.33,17.34,108.0,5508.0,1.98,22.03,11.86,,,,590.0,130.0,70.0,-91.11,14.5,-257.0,5378.0,-14.78,-126.52,-128.09,,,14.57,130.0,-164.0,-167.0,,,,,,,,,,,,,
389500,에스비비테크,로봇,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-24.05,18.31,-1503.0,1974.0,-76.71,-95.33,-131.32,,,157.78,72.0,-69.0,-95.0,-224.97,38.29,-332.0,1951.0,-17.25,-21.82,-20.0,,,,110.0,-24.0,-22.0,-24.05,18.31,-515.0,1974.0,-76.71,-41.48,-150.1,,,157.78,22.0,-9.0,-33.0,-4662.98,,-15.0,,,-20.0,-5.0,,,,20.0,-4.0,-1.0
034020,두산에너빌리티,원자력,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,569.06,6.19,132.0,12156.0,1.11,4.47,1.2,,,129.1,170579.0,7627.0,2052.0,220.36,7.95,460.0,12734.0,3.7,6.2,2.76,,,,180973.0,11214.0,4995.0,569.06,6.19,114.0,12156.0,1.11,4.36,1.08,,,129.1,48599.0,2121.0,525.0,1261.86,,101.0,,,4.78,2.01,,,,40658.0,1942.0,818.0
052690,한전기술,원자력,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,40.29,5.48,2234.0,16428.0,14.2,6.83,16.46,1.5,60.03,41.7,5188.0,355.0,854.0,78.21,8.11,1733.0,16714.0,10.5,12.01,10.53,,,,6021.0,723.0,634.0,40.29,5.48,206.0,16428.0,14.2,12.86,3.83,1.5,650.75,41.7,2055.0,264.0,79.0,-3656.38,,-52.0,,,6.25,7.43,,,,1210.0,76.0,90.0
032820,우리기술,원자력,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,758.69,4.82,5.0,755.0,0.67,-6.3,-4.71,,,172.08,871.0,-55.0,-41.0,,,,,,,,,,,,,,758.69,4.82,-92.0,755.0,0.67,-4.75,-62.38,,,172.08,248.0,-12.0,-155.0,,,,,,,,,,,,,
012450,한화에어로스페이스,방산,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,32.93,5.0,28573.0,188244.0,19.14,11.57,8.25,0.74,25.63,221.38,267029.0,30893.0,22020.0,29.9,5.56,41776.0,224536.0,20.29,14.12,10.66,,,,300928.0,42494.0,32062.0,39.9,6.45,5056.0,193563.0,22.74,11.11,9.15,0.74,56.94,224.88,57510.0,6389.0,5263.0,136.22,,9169.0,,,14.12,9.04,,,,71495.0,10098.0,6462.0
079550,LIG넥스원,방산,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,36.56,6.43,11516.0,65465.0,19.2,7.42,5.51,0.7,25.44,446.35,43069.0,3194.0,2375.0,49.77,10.54,16736.0,79032.0,23.33,8.93,6.91,,,,51282.0,4579.0,3544.0,36.56,6.43,211.0,65465.0,19.2,2.75,-0.01,0.7,1390.55,446.35,14048.0,387.0,-1.0,210.28,,4475.0,,,10.75,8.92,,,,10913.0,1173.0,974.0
064350,현대로템,방산,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,26.64,6.66,7055.0,28211.0,30.05,17.22,13.2,0.32,8.51,206.39,58390.0,10056.0,7705.0,22.66,5.29,8405.0,35994.0,26.18,16.75,13.33,,,,68995.0,11556.0,9200.0,26.64,6.66,2038.0,28211.0,30.05,16.45,13.87,0.32,29.44,206.39,16256.0,2675.0,2254.0,134.1,,1611.0,,,15.79,11.47,,,,14036.0,2217.0,1610.0
047810,한국항공우주,항공우주,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,59.99,6.09,1907.0,18776.0,10.51,7.28,5.07,0.44,26.22,446.57,36964.0,2692.0,1873.0,44.33,7.24,3564.0,21835.0,17.55,8.38,6.15,,,,56698.0,4748.0,3486.0,59.99,6.09,622.0,18776.0,10.51,5.25,4.23,0.44,80.39,446.57,14667.0,770.0,621.0,293.97,,575.0,,,7.28,5.96,,,,10843.0,790.0,646.0
272210,한화시스템,항공우주,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,42.43,2.1,1282.0,25933.0,6.6,3.27,5.71,0.92,38.6,106.5,36642.0,1199.0,2091.0,76.25,3.3,1332.0,30752.0,4.75,6.78,4.95,,,,43579.0,2956.0,2158.0,144.26,4.32,-291.0,26439.0,3.6,4.25,-11.86,0.92,791.4,114.58,8071.0,343.0,-958.0,334.78,,303.0,,,7.15,6.89,,,,9783.0,700.0,674.0
099320,쎄트렉아이,항공우주,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,49.13,3.02,1396.0,22735.0,6.31,4.92,6.81,0.15,7.16,73.42,2069.0,102.0,141.0,95.54,5.84,1463.0,23952.0,6.27,6.98,6.06,,,,2498.0,174.0,151.0,146.35,7.13,-124.0,22511.0,4.98,-5.39,-5.37,0.15,13.99,58.12,372.0,-20.0,-20.0,332.82,,420.0,,,6.61,7.28,,,,590.0,39.0,43.0
009830,한화솔루션,태양광,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-7.19,0.51,-3728.0,52947.0,-7.01,-2.74,-4.61,1.86,-3.68,196.32,133331.0,-3648.0,-6153.0,14.92,0.68,2678.0,58731.0,4.87,4.45,2.39,,,,179241.0,7970.0,4279.0,-9.9,0.67,-280.0,55553.0,-6.95,2.39,-0.98,,,191.14,38820.0,926.0,-382.0,91.8,,435.0,,,4.06,2.26,,,,44503.0,1808.0,1008.0
010060,OCI홀딩스,태양광,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-24.14,0.55,-4772.0,210598.0,-2.27,-1.7,-4.33,0.87,-20.77,66.35,33801.0,-576.0,-1462.0,21.04,1.26,13187.0,220825.0,6.12,9.21,6.88,,,,42081.0,3877.0,2896.0,-40.26,0.87,8.0,215930.0,-2.2,1.22,0.99,0.87,73.59,67.5,8924.0,109.0,89.0,50.88,,5454.0,,,11.56,10.4,,,,11039.0,1276.0,1148.0
011930,신성이엔지,태양광,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-46.77,1.39,-340.0,11467.0,-2.97,0.23,-1.44,,,157.46,5675.0,13.0,-82.0,31.42,2.0,850.0,13358.0,6.92,3.05,2.45,,,,7040.0,214.0,172.0,-170.15,2.31,-152.0,11179.0,-1.38,-1.45,-2.48,,,188.09,1537.0,-22.0,-38.0,,,,,,4.33,,,,,1733.0,75.0,
112610,씨에스윈드,풍력,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,50.55,1.5,823.0,27826.0,3.02,10.93,1.37,2.4,119.41,167.68,29316.0,3203.0,401.0,11.54,1.61,4290.0,30700.0,14.89,10.49,6.33,,,,28885.0,3029.0,1828.0,50.55,1.5,-3657.0,27826.0,3.02,8.96,-19.44,2.4,-26.87,167.68,7827.0,702.0,-1522.0,67.01,,1068.0,,,10.42,5.49,,,,7210.0,751.0,396.0
